,DATE,MinTemp,MaxTemp,AvgTemp,Sunrise,Sunset
1587,5/7/2018,42.0,55.0,49.0,550,1847
1588,5/8/2018,42.0,55.0,49.0,550,1848
1589,5/9/2018,42.0,57.0,50.0,550,1848
1590,5/10/2018,41.0,55.0,48.0,549,1849
1591,5/11/2018,37.0,54.0,46.0,549,1849
1592,5/12/2018,36.0,54.0,45.0,548,1849
1593,5/13/2018,34.0,53.0,44.0,548,1850
1594,5/14/2018,36.0,52.0,44.0,547,1850
1595,5/15/2018,39.0,52.0,46.0,547,1851
1596,5/16/2018,36.0,52.0,44.0,547,1851
1597,5/17/2018,38.0,50.0,44.0,546,1851
1598,5/18/2018,37.0,54.0,46.0,546,1852
1599,5/19/2018,41.0,59.0,50.0,546,1852
1600,5/20/2018,40.0,59.0,50.0,545,1853
1601,5/21/2018,42.0,55.0,49.0,545,1853
1602,5/22/2018,41.0,59.0,50.0,545,1853
1603,5/23/2018,43.0,61.0,52.0,545,1854
1604,5/24/2018,46.0,66.0,56.0,544,1854
1605,5/25/2018,47.0,62.0,55.0,544,1855
1606,5/26/2018,47.0,64.0,56.0,544,1855
1607,5/27/2018,45.0,60.0,53.0,544,1855
1608,5/28/2018,41.0,58.0,50.0,544,1856
1609,5/29/2018,44.0,50.0,47.0,543,1856
1610,5/30/2018,43.0,60.0,52.0,543,1856
1611,5/31/2018,45.0,65.0,55.0,543,1857
1612,6/1/2018,47.0,58.0,53.0,543,1857
1613,6/2/2018,45.0,63.0,54.0,543,1858
1614,6/3/2018,46.0,65.0,56.0,543,1858
1615,6/4/2018,46.0,64.0,55.0,543,1858
1616,6/5/2018,44.0,59.0,52.0,543,1859
1617,6/6/2018,39.0,53.0,46.0,543,1859
1618,6/7/2018,40.0,57.0,49.0,543,1859
1619,6/8/2018,38.0,56.0,47.0,543,1900
1620,6/9/2018,41.0,59.0,50.0,543,1900
1621,6/10/2018,40.0,57.0,49.0,543,1900
1622,6/11/2018,39.0,57.0,48.0,543,1901
1623,6/12/2018,38.0,52.0,45.0,543,1901
1624,6/13/2018,39.0,53.0,46.0,543,1901
1625,6/14/2018,38.0,55.0,47.0,544,1902
1626,6/15/2018,40.0,53.0,47.0,544,1902
1627,6/16/2018,37.0,55.0,46.0,544,1902
1628,6/17/2018,43.0,59.0,51.0,544,1902
1629,6/18/2018,44.0,58.0,51.0,544,1903
1630,6/19/2018,42.0,59.0,51.0,544,1903
1631,6/20/2018,45.0,61.0,53.0,545,1903
1632,6/21/2018,44.0,59.0,52.0,545,1903
1633,6/22/2018,44.0,60.0,52.0,545,1904
1634,6/23/2018,44.0,61.0,53.0,545,1904
1635,6/24/2018,42.0,60.0,51.0,545,1904
1636,6/25/2018,40.0,57.0,49.0,546,1904
1637,6/26/2018,40.0,57.0,49.0,546,1904
1638,6/27/2018,39.0,60.0,50.0,546,1904
1639,6/28/2018,42.0,60.0,51.0,546,1905
1640,6/29/2018,39.0,55.0,47.0,547,1905
1641,6/30/2018,41.0,58.0,50.0,547,1905
1642,7/1/2018,40.0,52.0,46.0,547,1905
1643,7/2/2018,40.0,48.0,44.0,548,1905
1644,7/3/2018,39.0,52.0,46.0,548,1905
1645,7/4/2018,40.0,54.0,47.0,548,1905
1646,7/5/2018,39.0,63.0,51.0,549,1905
1647,7/6/2018,41.0,60.0,51.0,549,1905
1648,7/7/2018,39.0,55.0,47.0,549,1905
1649,7/8/2018,39.0,53.0,46.0,550,1905
1650,7/9/2018,36.0,50.0,43.0,550,1905
1651,7/10/2018,37.0,56.0,47.0,550,1905
1652,7/11/2018,43.0,59.0,51.0,551,1905
1653,7/12/2018,45.0,57.0,51.0,551,1905
1654,7/13/2018,45.0,61.0,53.0,551,1904
1655,7/14/2018,42.0,55.0,49.0,552,1904
1656,7/15/2018,42.0,54.0,48.0,552,1904
1657,7/16/2018,41.0,63.0,52.0,553,1904
1658,7/17/2018,44.0,62.0,53.0,553,1904
1659,7/18/2018,42.0,59.0,51.0,553,1904
1660,7/19/2018,41.0,58.0,50.0,554,1903
1661,7/20/2018,40.0,59.0,50.0,554,1903
1662,7/21/2018,45.0,61.0,53.0,554,1903
1663,7/22/2018,44.0,63.0,54.0,555,1902
1664,7/23/2018,45.0,61.0,53.0,555,1902
1665,7/24/2018,43.0,58.0,51.0,556,1902
1666,7/25/2018,42.0,57.0,50.0,556,1901
1667,7/26/2018,43.0,56.0,50.0,556,1901
1668,7/27/2018,43.0,59.0,51.0,557,1901
1669,7/28/2018,44.0,61.0,53.0,557,1900
1670,7/29/2018,47.0,58.0,53.0,557,1900
1671,7/30/2018,42.0,55.0,49.0,558,1859
1672,7/31/2018,40.0,59.0,50.0,558,1859
1673,8/1/2018,40.0,60.0,50.0,558,1859
1674,8/2/2018,38.0,56.0,47.0,559,1858
1675,8/3/2018,40.0,57.0,49.0,559,1858
1676,8/4/2018,41.0,61.0,51.0,559,1857
1677,8/5/2018,45.0,65.0,55.0,600,1857
1678,8/6/2018,46.0,65.0,56.0,600,1856
1679,8/7/2018,46.0,64.0,55.0,600,1855
1680,8/8/2018,44.0,54.0,49.0,601,1855
1681,8/9/2018,45.0,58.0,52.0,601,1854
1682,8/10/2018,41.0,56.0,49.0,601,1854
1683,8/11/2018,40.0,57.0,49.0,602,1853
1684,8/12/2018,40.0,60.0,50.0,602,1852
1685,8/13/2018,42.0,58.0,50.0,602,1852
1686,8/14/2018,39.0,55.0,47.0,603,1851
1687,8/15/2018,40.0,55.0,48.0,603,1850
1688,8/16/2018,40.0,53.0,47.0,603,1850
1689,8/17/2018,40.0,54.0,47.0,603,1849
1690,8/18/2018,41.0,60.0,51.0,604,1848
1691,8/19/2018,41.0,58.0,50.0,604,1848
1692,8/20/2018,41.0,58.0,50.0,604,1847
1693,8/21/2018,41.0,58.0,50.0,604,1846
1694,8/22/2018,42.0,51.0,47.0,605,1845
1695,8/23/2018,44.0,48.0,46.0,605,1845
1696,8/24/2018,45.0,54.0,50.0,605,1844
1697,8/25/2018,44.0,55.0,50.0,605,1843
1698,8/26/2018,43.0,49.0,46.0,606,1842
1699,8/27/2018,42.0,49.0,46.0,606,1841
1700,8/28/2018,40.0,50.0,45.0,606,1841
1701,8/29/2018,42.0,54.0,48.0,606,1840
1702,8/30/2018,40.0,54.0,47.0,607,1839
1703,8/31/2018,38.0,54.0,46.0,607,1838
1704,9/1/2018,39.0,55.0,47.0,607,1837
1705,9/2/2018,40.0,56.0,48.0,607,1836
1706,9/3/2018,41.0,58.0,50.0,607,1836
1707,9/4/2018,39.0,59.0,49.0,608,1835
1708,9/5/2018,40.0,59.0,50.0,608,1834
1709,9/6/2018,37.0,55.0,46.0,608,1833
1710,9/7/2018,38.0,53.0,46.0,608,1832
1711,9/8/2018,38.0,53.0,46.0,608,1831
1712,9/9/2018,39.0,54.0,47.0,609,1830
1713,9/10/2018,37.0,56.0,47.0,609,1829
1714,9/11/2018,41.0,58.0,50.0,609,1828
1715,9/12/2018,42.0,52.0,47.0,609,1828
1716,9/13/2018,40.0,51.0,46.0,609,1827
1717,9/14/2018,36.0,55.0,46.0,610,1826
1718,9/15/2018,39.0,54.0,47.0,610,1825
1719,9/16/2018,39.0,56.0,48.0,610,1824
1720,9/17/2018,41.0,57.0,49.0,610,1823
1721,9/18/2018,40.0,54.0,47.0,610,1822
1722,9/19/2018,43.0,57.0,50.0,611,1821
1723,9/20/2018,41.0,57.0,49.0,611,1820
1724,9/21/2018,42.0,60.0,51.0,611,1819
1725,9/22/2018,44.0,63.0,54.0,611,1819
1726,9/23/2018,46.0,61.0,54.0,611,1818
1727,9/24/2018,41.0,60.0,51.0,612,1817
1728,9/25/2018,41.0,56.0,49.0,612,1816
1729,9/26/2018,40.0,54.0,47.0,612,1815
1730,9/27/2018,40.0,56.0,48.0,612,1814
1731,9/28/2018,43.0,59.0,51.0,612,1813
1732,9/29/2018,43.0,61.0,52.0,613,1812
1733,9/30/2018,43.0,62.0,53.0,613,1811
1734,10/1/2018,40.0,63.0,52.0,613,1811
1735,10/2/2018,41.0,56.0,49.0,613,1810
1736,10/3/2018,40.0,59.0,50.0,614,1809
1737,10/4/2018,43.0,58.0,51.0,614,1808
1738,10/5/2018,42.0,56.0,49.0,614,1807
1739,10/6/2018,40.0,51.0,46.0,614,1806
1740,10/7/2018,42.0,51.0,47.0,615,1805
1741,10/8/2018,42.0,52.0,47.0,615,1805
1742,10/9/2018,40.0,52.0,46.0,615,1804
1743,10/10/2018,39.0,51.0,45.0,615,1803
1744,10/11/2018,39.0,53.0,46.0,616,1802
1745,10/12/2018,38.0,54.0,46.0,616,1801
1746,10/13/2018,41.0,54.0,48.0,616,1801
1747,10/14/2018,39.0,56.0,48.0,616,1800
1748,10/15/2018,38.0,52.0,45.0,617,1759
1749,10/16/2018,40.0,55.0,48.0,617,1758
1750,10/17/2018,37.0,52.0,45.0,617,1758
1751,10/18/2018,37.0,51.0,44.0,618,1757
1752,10/19/2018,,,,618,1756
1753,10/20/2018,38.0,48.0,43.0,618,1755
1754,10/21/2018,36.0,47.0,42.0,619,1755
1755,10/22/2018,35.0,52.0,44.0,619,1754
1756,10/23/2018,37.0,52.0,45.0,620,1753
1757,10/24/2018,40.0,54.0,47.0,620,1753
1758,10/25/2018,38.0,56.0,47.0,620,1752
1759,10/26/2018,37.0,53.0,45.0,621,1752
1760,10/27/2018,38.0,52.0,45.0,621,1751
1761,10/28/2018,41.0,52.0,47.0,622,1750
1762,10/29/2018,38.0,53.0,46.0,622,1750
1763,10/30/2018,44.0,53.0,49.0,622,1749
1764,10/31/2018,43.0,55.0,49.0,623,1749
1765,11/1/2018,41.0,57.0,49.0,623,1748
1766,11/2/2018,35.0,52.0,44.0,624,1748
1767,11/3/2018,34.0,46.0,40.0,624,1747
1768,11/4/2018,33.0,46.0,40.0,625,1747
1769,11/5/2018,35.0,51.0,43.0,625,1746
1770,11/6/2018,32.0,48.0,40.0,626,1746
1771,11/7/2018,35.0,48.0,42.0,626,1746
1772,11/8/2018,33.0,51.0,42.0,627,1745
1773,11/9/2018,37.0,52.0,45.0,627,1745
1774,11/10/2018,39.0,53.0,46.0,628,1745
1775,11/11/2018,34.0,52.0,43.0,628,1744
1776,11/12/2018,33.0,56.0,45.0,629,1744
1777,11/13/2018,37.0,55.0,46.0,629,1744
1778,11/14/2018,38.0,56.0,47.0,630,1743
1779,11/15/2018,38.0,53.0,46.0,630,1743
1780,11/16/2018,40.0,52.0,46.0,631,1743
1781,11/17/2018,40.0,52.0,46.0,632,1743
1782,11/18/2018,37.0,51.0,44.0,632,1743
1783,11/19/2018,35.0,51.0,43.0,633,1743
1784,11/20/2018,35.0,54.0,45.0,633,1742
1785,11/21/2018,34.0,54.0,44.0,634,1742
1786,11/22/2018,32.0,50.0,41.0,635,1742
1787,11/23/2018,33.0,51.0,42.0,635,1742
1788,11/24/2018,41.0,54.0,48.0,636,1742
1789,11/25/2018,38.0,57.0,48.0,636,1742
1790,11/26/2018,41.0,56.0,49.0,637,1742
1791,11/27/2018,40.0,57.0,49.0,638,1742
1792,11/28/2018,42.0,56.0,49.0,638,1742
1793,11/29/2018,38.0,57.0,48.0,639,1742
1794,11/30/2018,38.0,52.0,45.0,640,1742
1795,12/1/2018,36.0,52.0,44.0,640,1743
1796,12/2/2018,33.0,51.0,42.0,641,1743
1797,12/3/2018,36.0,53.0,45.0,641,1743
1798,12/4/2018,39.0,56.0,48.0,642,1743
1799,12/5/2018,36.0,53.0,45.0,643,1743
1800,12/6/2018,36.0,52.0,44.0,643,1743
1801,12/7/2018,37.0,53.0,45.0,644,1744
1802,12/8/2018,34.0,53.0,44.0,645,1744
1803,12/9/2018,36.0,53.0,45.0,645,1744
1804,12/10/2018,36.0,55.0,46.0,646,1745
1805,12/11/2018,38.0,56.0,47.0,646,1745
1806,12/12/2018,39.0,54.0,47.0,647,1745
1807,12/13/2018,36.0,54.0,45.0,648,1746
1808,12/14/2018,36.0,56.0,46.0,648,1746
1809,12/15/2018,40.0,53.0,47.0,649,1746
1810,12/16/2018,40.0,57.0,49.0,649,1747
1811,12/17/2018,42.0,60.0,51.0,650,1747
1812,12/18/2018,35.0,51.0,43.0,650,1748
1813,12/19/2018,32.0,51.0,42.0,651,1748
1814,12/20/2018,37.0,58.0,48.0,651,1749
1815,12/21/2018,42.0,57.0,50.0,652,1749
1816,12/22/2018,40.0,54.0,47.0,652,1750
1817,12/23/2018,39.0,55.0,47.0,653,1750
1818,12/24/2018,36.0,52.0,44.0,653,1751
1819,12/25/2018,36.0,48.0,42.0,654,1751
1820,12/26/2018,35.0,45.0,40.0,654,1752
1821,12/27/2018,33.0,44.0,39.0,655,1752
1822,12/28/2018,33.0,47.0,40.0,655,1753
1823,12/29/2018,36.0,47.0,42.0,655,1753
1824,12/30/2018,39.0,52.0,46.0,656,1754
